Document ID,Question,Label
Doc-73,terapi apa selain operasi,Management
Doc-73,kemungkinannya berapa persen berkembang jadi sel kanker,Complication
Doc-73,apakah ini efektif dan aman,Management
Doc-73,apa penyebabnya,Cause
Doc-74,apakah mungkin calon si buah hati baik itu laki laki atau perempuan akan mengidap penyakit yang sama seperti ibunya,Susceptibility
Doc-74,bagaimanakah cara perpaduan darahnya,Information
Doc-76,yang ingin saya tanyakan apakah ini bisa disembuhkan,Prognosis
Doc-77,apakah ini menandakan ada indikasi penyakit serius seperti gangguan jantung,Diagnosis
Doc-78,bagaimana cara pengobatanya,Management
Doc-78,apakah perlu operasi,Management
Doc-78,dimanakah saya harus operasi,PersonORG
Doc-79,apa kira kira penyakit yang diderita pada anak saya ini,Diagnosis
Doc-79,terus penanganannya bagaimana,Management
Doc-81,penyakit apakah yang saya derita itu,Diagnosis
Doc-81,adakah obat herbal atau obat tradisionalnya,Management
Doc-82,apakah benar diperbolehkan wanita yang ingin hamil melakukan pijat untuk posisi rahim,Information
Doc-82,apa benar kalau susah hamil itu karena letak rahimnya atau peranakan turun,Anatomy
Doc-82,apakah kb suntik mempengaruhi tingkat kekeringan rahim,Information
Doc-83,apakah dia bisa kembali stabil mood dan emosinya,Prognosis
Doc-83,apakah respon saya sudah benar kemarin,Information
Doc-83,butuh berapa lama untuk dia kembali stabil,Prognosis
Doc-85,apakah saya memang harus operasi untuk yang kedua kalinya,Management
Doc-85,berbahayakah seandainya setelah operasi saya langsung hamil lagi mengingat luka bekas operasi belum sembuh,Complication
Doc-85,apakah obat penyubur kandungan bisa menyebabkan bertambah besarnya kista,Complication
Doc-85,apa saran dokter untuk kasus seperti saya agar bisa hamil lagi,Information
Doc-87,suami saya mengidap penyakit apa ya dok,Diagnosis
Doc-87,obat apa yang cocok untuk diberikan kepada suami saya,Management
Doc-88,apakah itu normal,Diagnosis
Doc-89,tetapi setelah operasi sampai sekarang kok belum terlihat ada perubahan ya,Cause
Doc-89,terus kalau saya mau renang dan snorkling di pantai boleh tidak dok,Information
Doc-90,penyakit saya ini apa ya dok,Diagnosis
Doc-90,apakah efek samping dari pemberian obat dalam jangka waktu lama,Complication
Doc-90,tindakan yang harus saya lakukan,Management
Doc-92,apakah obat itu berbahaya tidak untuk kesehatan anak saya,Information
Doc-92,apakah akan dengan minum obat depaken secara berkala selama 2 tahu akan menjamin anak saya sembuh total dari step atau kejang,Prognosis
Doc-92,mohon saran dan masukkannya untuk kesembuhan total anak saya,Management
Doc-93,gejala apakah ini,Diagnosis
Doc-93,kenapa kaki saya sering kesemutan kalau habis duduk bersila dan keluar keringat di kaki,Cause
Doc-94,apakah ada gejala saya menderita tumor,Manifestation
Doc-94,adakah solusinya,Management
Doc-96,kenapa ya telinga kanan dan kiri saya sering sakit,Cause
Doc-96,apa ya dok penyebab telinga saya itu,Cause
Doc-96,tindakan apa yang harus diberikan kepada saya dok,Management
Doc-96,kenapa ya dok kok tidak mau sembuh sembuh,Prognosis
Doc-97,apakah kegemaran saya ini berbahaya bagi kesehatan jantung saya,Information
Doc-98,apa sebabnya,Cause
Doc-99,pertanda apakah itu,Diagnosis
Doc-189,sebenarnya apa penyakit saya,Diagnosis
Doc-189,apakah ada masalah di jantung saya atau organ tubuh lain,Diagnosis
Doc-200,apa ada pengaruhnya,Information
Doc-209,apa kara urat nya belum pada nyambung,Cause
Doc-314,apa ini efek dari kb tersebut dok,Complication
Doc-314,kenapa yaa dok,Cause
Doc-315,apakah yang menyebabkan hal seperti itu,Cause
Doc-315,apakah itu suatu penyakit dok,Diagnosis
Doc-323,tergolong sinusitis apa penyakit saya dok,Diagnosis
Doc-336,apakah saya bisa dapat memiliki anak lagi,Information
Doc-336,dimanakah rs yang dapat menyambungnya lagi,PersonORG
Doc-336,apakah dapat disambung lagi,Information
Doc-336,berapa kira kira biayanya,Other
Doc-337,apakah ini sehat dok,Diagnosis
Doc-340,bagaimana pencegahan supaya kulitnya tidak biang keringat,Management
Doc-340,apakah wajar setiap dia menyusui keluar keringat banyak,Diagnosis
Doc-341,keringat dingin dan keringat ditangan itu apa penybab nya,Cause
Doc-341,bagaimana cara mengobatinya,Management
Doc-341,bagaimana cara menghilangkan pecandu tramadol tetapi tubuh saya tidak lemas dan tidak keluar keringat dingin keringat ditangan,Management
Doc-344,keringat dingin keringat ditangan itu disebabkan oleh apa,Cause
Doc-344,cara mengobatinya bagaimana,Management
Doc-344,bagaimana cara menghentikan kecanduan tramadol keringat dingin keringat ditangan dok,Information
Doc-345,apakah itu termasuk wajar,Diagnosis
Doc-345,mungkin ada kelainan,Diagnosis
Doc-346,kenapa ya dok,Cause
Doc-347,itu kenapa dok,Cause
Doc-347,apa ada hubnganny ke jantung dok,Information
Doc-348,apakah ada sesuatu atau kelainan pada kelenjar keringat suami saya ya dok,Diagnosis
Doc-352,apa penyebab tumbuh nya tumor yang di kandung kemih ibu saya dok,Cause
Doc-352,apa ini karena tumor di dinding rahim yang dulu,Complication
Doc-352,apakah operasi ini sangat sulit,Management
Doc-358,apakah itu merupakan penyakit gangguan atau hanya karena kandung kemih yang semakin tertekan akibat janin semakin besar,Diagnosis
Doc-358,bagaimana cara mengatasinya,Management
Doc-365,dok hbv dna 6 000 itu termasuk hepatitis b atau c,Diagnosis
Doc-367,apa artinya ini mohon penjelasan dokter,Diagnosis
Doc-367,apa yang harus saya lakukan,Management
Doc-369,sampai sekarang kok belum ada tanda tanda hilang virusnya,Information
Doc-371,apa boleh saya minum obt an yang lain,Management
Doc-371,apa pantangan untuk pnyakit saya ini,Information
Doc-372,apakah masih ada harapan sembuh,Prognosis
Doc-373,apa upaya untuk memicu serokonversi,Management
Doc-373,apa benar benar tidak bisa sembuh total,Information
Doc-373,bahkan dengan medis ataupun herbal,Prognosis
Doc-374,masuk kategori manakah sirosis yang saya derita,Diagnosis
Doc-374,apakah bisa disembuhkan dan kembali normal,Prognosis
Doc-375,itu kenapa ya dok,Diagnosis
Doc-375,apakah harus dioperasi,Management
Doc-375,apa telinga saya itu harus dibedah kemudian di jahit lagi seperti operasi bagian tubuh lainnya yang pernah dokter rumah sakit lakukan,Management
Doc-375,apa memang itu karena kerusakan gendang telinga ataubagaimana,Cause
Doc-377,apakah benar untuk usia 20 tahun sulit untuk menyembuhkan selaput gendang telinga yang sudah berlubang,Prognosis
Doc-377,apa yang harus saya lakukan dengan telinga saya karena saya risih dengan keadaan telinga saya yang kotor,Management
Doc-377,haruskah saya istirahat total untuk menyembuhkan ini,Management
Doc-377,bagaimana jika telinga berair kan tidak boleh terkena air telinganya,Information
Doc-378,apakah ini reaksi atau bagaimana dok,Complication
Doc-378,lalu apa yang sebaiknyaharus saya lakukan,Management
Doc-380,tetapi kenapa dengungannya tidak hilang ya,Management
Doc-383,apa yang myebabkan telinga saya berdengung dan kurang mendengar,Cause
Doc-383,kenapa telinga saya banyak kotorannya yang kering dan susah di hilangin,Cause
Doc-383,terus bagaimana cara menghilangkannya,Management
Doc-383,solusi apa yang baik untuk saya,Management
Doc-384,apalah itu wajar dok,Diagnosis
Doc-388,apakah berat janin saya normal,Information
Doc-389,apakah normal dok untuk kandungan usia segitu terima kasih,Information
Doc-393,apakah normal,Information
Doc-395,kenapa berat bayi saya segitu,Information
Doc-395,apakah tidak apa apa kalau saya usg tiap bulan,Information
Doc-396,kira kira dapat mencapai berat berapa ya dok,Information
Doc-396,bagaimana dengan berat janin saya nanti ketika lahir,Information
Doc-396,apakah dengan badan saya yang kecil ini tidak menyebabkan berat badan bayi rendah,Complication
Doc-396,dapatkah saya melahirkan normal,Information
Doc-397,mana yang mendekati kebenaran usia kehamilan saya ya dok,Information
Doc-397,apakah dalam waktu 1 minggu berat janin secepat itu dok,Information
Doc-397,apakah itu wajar,Information
Doc-397,apakah masih memungkinkan janin akan pada posisi yang seharusnya,Information
Doc-398,apakah normal jika berat badan janin saya 700 gr dengan usia kandungan sgtu,Information
Doc-398,apa benar memang segitu usia kandungan saya,Information
Doc-399,bagaimana jika bayi besar,Information
Doc-399,apakah saya harus operasi caesar atau menunggu sampai adanya kontraksi,Management
Doc-401,bagaimana solusinya,Management
Doc-401,itu panu atau apa dok,Diagnosis
Doc-403,kira kira penyakit apa ya,Diagnosis
Doc-406,ini seperti penyakit apa ya dok terima kasih,Diagnosis
Doc-408,penyakit apakah itu doc,Diagnosis
Doc-408,ada obatnya kah,Management
Doc-409,mengapa ada bintik bintik putih diwajah bayi berusia 2 bulan,Diagnosis
Doc-410,apakah itu panu atau apa yaa,Diagnosis
Doc-410,kira kira itu kenapa yaa dok,Diagnosis
Doc-410,adakah salep atau krim untuk menghilangkan itu,Management
Doc-411,berbahaya atau tidak,Prognosis
Doc-411,apa bisa hilang atau akan tetap ada sampai dewasa dok,Prognosis
Doc-412,apa ya itu dok,Diagnosis
Doc-412,bagaimana cara menghilangkannya,Management
Doc-413,tetapi sampai dengan sekarang kok belum hilang juga ya,Information
Doc-415,kenapa ya dok,Cause
Doc-415,apakah normal,Information
Doc-418,tetapi kenapa saya tidak,Information
Doc-418,apa yang mmbedakan nya itu dok,Information
Doc-418,apa dari pnganannya pas operasi itu juga brbeda beda,Cause
Doc-418,apakah saya bisa hamil dengan keadaan perut seperti itu,Information
Doc-418,apa gara gara itu dok makanya perut saya tidak mnyatu dengan prut asli,Complication
Doc-419,apakah gatal dan ngilu itu indikasi dari suatu masalah atau wajar saja dok,Diagnosis
Doc-420,itu penyebabnya apa ya dok,Cause
Doc-424,bagaimana cara mengatasi darah yang keluar setiap saya merasa sakit,Management
Doc-424,apakah ada masalah yang berat dalam kasus saya ini,Diagnosis
Doc-425,gangguan di perut setelah operasi caesar kenapa ya,Complication
Doc-426,apakah gejala mata minus sebelah kiri minus 7 dan mata sebelah kanan 6 di sertai dengan silinder bisa menyebabkan kebutaan,Complication
Doc-426,terus efek sampingnya apa saja dok,Complication
Doc-427,apakah mata silinder bisa sembuh atau malah bertambah,Information
Doc-427,apakah pemakaian kacamata yang tidak teratur menyebabkan silinder dan minus saya bertambah,Information
Doc-428,bisakah mata silinder sembuh,Prognosis
Doc-429,apakah minus dan silinder pada mata bisa sembuh,Prognosis
Doc-431,apakah dapat disembuhkan total ya dok,Prognosis
Doc-431,dengan cara medis atau alami,Management
Doc-431,kalau bisa bagaimana cara menyembuhkannya,Management
Doc-432,apa itu mata silinder,Information
Doc-432,apakah mgkin tiba tiba saya menderita silinder atau dulu tidak terdeteksi,Information
Doc-432,bisakah sembuh,Prognosis
Doc-433,bisa tidak dok di sembuhkan,Prognosis
Doc-433,gimana ya dok cara kecilin silinder,Management
Doc-433,apakah ada obat tetes mata untuk memnyembuhkan silinder,Management
Doc-434,apakah bisa di sembuhkan dok mohon jawban dan sarannya terima kasih,Prognosis
Doc-436,penyebab minus silinder apa ya dok,Cause
Doc-437,saya mau tanya solusi dari dokter,Management
Doc-437,anjuran obat jika perlu,Management
Doc-437,penyakit apa yang ada di telapak tangan saya,Diagnosis
Doc-438,itu kenapa ya dok,Diagnosis
Doc-439,ini kenapa yah ko tangan saya rasanya gatal sekali sampai sampai ngeluarin bintik bintik merah di telapak tangan saya dan telapak tangan saya juga pada ganti kulit,Diagnosis
Doc-440,saya terkena penyakit apa ini,Diagnosis
Doc-441,kenapa ya,Diagnosis
Doc-442,kira kira itu gejala apa yah dok,Diagnosis
Doc-443,kenapa di telapak tangan saya juga ikut muncul bintik bintik yang sama seperti pada telapak kaki saya,Cause
Doc-443,kira kira apa yang menyebabkan munculnya bintik bintik gatal tersebut ya dok,Cause
Doc-443,bagaimana cara mengatasinya,Management
Doc-444,kenapa di telapak tangan saya juga ikut muncul,Cause
Doc-444,atau mungkin karena saya stress,Cause
Doc-444,kira kira apa penyebab munculnya bintik bintik dan gatal tersebut ya dok,Cause
Doc-445,ini namanya penyakit apa,Diagnosis
Doc-445,bagaimana cara mengobatinya,Management
Doc-445,kira kira ini disebabkan oleh apa,Cause
Doc-446,ini trmasuk kudis bukan yah,Diagnosis
Doc-447,kasih tahu apa obat nya ya dok terima kasih dokter baik,Management
Doc-447,kira kira itu penyakit apa ya dok,Diagnosis
Doc-449,apakah hd bisa mematikan fungsi ginjal yang tinggal sedikit,Information
Doc-449,diet makan yang baik gimana ya dok,Management
Doc-450,bagaimana pengobatan terbaik selain hd,Management
Doc-450,diet apa yang terbaik untuk mempertahankan kadar ureum kreatinin asam urat dan gula agar tetap di ambang batas normal,Management
Doc-450,apakah bengkak bengkak tersebut disebabkan oleh rematik ataukah karena keracunan ureum dan kreatinin,Cause
Doc-456,seberapa penting pemasangan selang itu dok,Management
Doc-456,apa tidak ada cara lain,Management
Doc-457,daa tahapan tahapan tertentu,Management
Doc-457,mengapa bapak saya tidak dianjurkan untuk cuci darah dok,Management
Doc-458,apa karena kuret hd susah lagi dapat momongan,Information
Doc-460,apa yang menyebabkan kadar ureum menjadi normal,Information
Doc-461,apakah ini hal yang wajar,Diagnosis
Doc-461,apakah kadar kreatinin dapat diturunkan,Information
Doc-461,bagaimana caranya,Management
Doc-465,apa bayi usia anak saya tersebut boleh minum susu segar dari sapi murni hasil perahan,Information
Doc-465,bagaimana cara memasak nya sebelum di berikan pada bayi,Information
Doc-465,serta bagus mana susu segar dengan susu formula,Information
Doc-466,mulai umur berapa bayi boleh makan ikan,Information
Doc-466,apa solusinya agar anak senang minum susu,Information
Doc-469,apakah aman pemberian teh manis untuk anak seusia anak saya,Information
Doc-469,sebaiknya saya berikan apa selain susu formula agar masa pertumbuhannya tetap sempurna,Information
Doc-473,gimana supaya produksi asi banyak lagi,Management
Doc-473,gimana supaya bayi saya mau dengan asi,Management
Doc-474,susu formula apa yang cocok untuk anak saya,Information
Doc-474,apakah ada efek pada bayi bila asupanya kurang,Anatomy
Doc-475,apakah siklus mentruasi ini nanti akan mempengaruhi kehamilan,Information
Doc-476,bagaimana tata caranya,Management
Doc-476,adakah program cara untuk memiliki anak kembar,Information
Doc-476,makanan apa yang dikonsumsi u kedua calon orangtua selama masa program,Management
Doc-477,apakah benar begitu dok,Management
Doc-478,makanan dan minuman apa yang memiliki protein yang tinggi,NotDisease
Doc-478,apa sih yang menjadi faktor utama yang menyebabkan orang menjadi kurus,NotDisease
Doc-478,itu benar tidak sih,NotDisease
Doc-479,apakah masih normal haid selalu mundur,Diagnosis
Doc-479,apa ini mempengaruhi untuk program bayi saya dok,Information
Doc-480,bagaimana cara solusi dari dokter untuk mengecilkan perut buncit tetapi tidak mengganggu program kehamilan saya,Management
Doc-480,bagaimana jadwal pola makan yang baik,Information
Doc-481,apakah berpengaruh dok bagi wanita yang lagi program hamil,Information
Doc-482,bagaimana cara menaikkan dan mempercepat metabolisme tubuh dalam program diet,Other
Doc-482,apakah benar kalau makan banyak tetapi tidak bisa gendut berarti metabolisme tubuh seseorang itu tergolong cepat dan sebaliknya,Other
Doc-483,untuk mengembalikan kesuburan setelah kb berapa bulan ya dok,Information
Doc-483,makanan yang harus di hindari untuk program hamil apa saja dok,Information
Doc-484,itu benar tidak sih,Information
Doc-484,makanan dan minuman apa yang memiliki protein yang tinggi,Information
Doc-484,apa sih yang menjadi faktor utama yang menyebabkan orang menjadi kurus,Information
Doc-485,apakah endometritis tersebut dapat mengganggu program kehamilan,Complication
Doc-485,saya ingin bertanya apa itu endometritis,Information
Doc-485,apakah wanita yang pcos dapat hamil setelah induksi,Information
Doc-488,penyakit apa ini dok hernia ataukah tumor,Diagnosis
Doc-488,saya harus berobat ke dokter specialist apa,PersonORG
Doc-489,kira kira anak saya kenapa ya dok,Diagnosis
Doc-489,apa yang harus saya lakukan agar benjolan benjolan tersebut tidak keluar lagi,Management
Doc-490,kira kira apakah benjolan tersebut dok,Diagnosis
Doc-490,langkah apa yang sebaik nya saya lakukan,Management
Doc-491,kira kira itu apa ya dokter,Diagnosis
Doc-492,sebaiknya ke dokter spesialis apa,PersonORG
Doc-492,itu termasuk apa ya dok penyakit kelamin kutil kanker sekedar bekas luka,Diagnosis
Doc-493,benjolan tersebut bahaya tidak ya dok,Complication
Doc-494,menurut dokter penanganan yang tepat bagaimana,Management
Doc-494,kira kira apa itu dok,Diagnosis
Doc-494,penyakit atau apa,Diagnosis
Doc-494,jika harus dibawa kedokter sebaiknya dokter spesialis apa dok kulit saraf,PersonORG
Doc-495,kira kira apa ya dok,Diagnosis
Doc-496,itu penyebabnya apa,Cause
Doc-497,kira kira benjolan itu berbahaya tidak dok,Prognosis
Doc-499,bagaimana ya untuk menambah berat badan,Information
Doc-499,kira apa ada yang salah dengan bandan saya,Cause
Doc-500,apakah itu masih normal atau berlebih ya dok,Diagnosis
Doc-500,berapa kenaikan normal berat badan ibu yang hamil anak petama,Information
Doc-500,apa yang harus saya lakukan untuk menekan kenaikan berat badan yang begitu besar,Management
Doc-501,apa solusinya agar berat bada ya ideal,Management
Doc-501,apakah berat badan anak saya kurang,Diagnosis
Doc-502,bagaimana cara menambah berat badan,Information
Doc-503,kenapa berat badan saya tidak pernah naik,Cause
Doc-504,kenapa berat badan saya tidak bisa naik mohon saran nya dok,Cause
Doc-504,kenapa berat badan saya 2 bulan ini tidak bisa naik iia,Cause
Doc-508,kenapa saya sering makan dan istirahat kok berat badan saya tidak pernah naik,Cause
Doc-509,kenapa ya kok berat badan saya tidak naik,Cause
Doc-510,apa itu tidak apa apa,Diagnosis
Doc-510,apa yang saya harus lakukan dok,Management
Doc-511,buahan apa saja yang tidak boleh dikonsumsi oleh ibu hamil,Information
Doc-511,mengapa tidak boleh mengkonsumsi buah tersebut,Information
Doc-511,pada usia kandungan berapa berat badan saya akan meningkat,Information
Doc-511,apakah berat badan saya cukup saat hamil,Information
Doc-512,apakah tahi lalat itu bisa menjadi tumor,Information
Doc-513,apakah ini pengaruh dari obat,Complication
Doc-513,pigmen saya rusak atau mungkinkah kanker,Cause
Doc-513,mengapa bisa seperti itu,Cause
Doc-513,bagaimana solusinya,Management
Doc-514,sekarang kenapa tiba tiba ada beberapa menjadi besar,Cause
Doc-514,masalah apa yang saya alami,Diagnosis
Doc-516,kira kira ada efek sampingnya tidak yah selain kemerahan diwajah,Complication
Doc-516,apakah berbahaya,Complication
Doc-517,apa itu termasuk tahi lalat dok,Diagnosis
Doc-517,bagaimana cara menghilangkannya dok,Management
Doc-518,apakah ini gejala sesuatu dok,Diagnosis
Doc-519,minta saran obat untuk menghilangkan tahi lalat saya ini,Management
Doc-519,kira kira bagian yang menojol masih tahi lalat atau apa ya dok,Diagnosis
Doc-520,apakah tahi lalat dapat dihilangkan dalam dunia kedokteran,Prognosis
Doc-520,adakah cara yang aman untuk menghilangkan tahi lalat tersebut,Management
Doc-524,apakah bisa hilang,Prognosis
Doc-524,dan apa risikonya,Complication
Doc-524,biayanya kira kira berapa ya dok,Other
Doc-525,apakah nyeri perut yang saya alami merupakan gejaja awal usus buntu atau tidak,Diagnosis
Doc-526,apakah gejala yang saya sebutkan berbahaya,Complication
Doc-527,itu kenapa ya dok,Diagnosis
Doc-528,apakah gejala yang saya sebutkan berbahaya,Complication
Doc-529,kenapa ya dok kadang perut bagian kanan saya nyeri sangat terus tiba tiba reda sendiri kdang juga pindah ke perut kiri tahu tidak dada kanan kiri,Manifestation
Doc-530,kanker prostat atau usus buntu atau yang lain,Diagnosis
Doc-530,itu kenapa dok,Diagnosis
Doc-532,itu kenapa ya dok,Diagnosis
Doc-533,apakah usus dapat menyembuhkannya sendiri,Information
Doc-533,apa yang harus saya lakukan,Management
Doc-533,apakah ada sakit usus yang terbelit atau bagaimana,Diagnosis
Doc-533,solusinya bagaimana,Management
Doc-533,hanya ada kuman di dalam usus saya dok,Information
Doc-535,apakah saya terkena gejala usus buntu,Manifestation
Doc-536,sakit apa ya dok,Diagnosis
Doc-538,anak yang alergi susu sapi an harus minum susu soya atau susu kedelai,Information
Doc-538,jika anak saya laki laki boleh tidak minum susu kedelai,Information
Doc-539,baik tidak dok minum susu soya protein kedelai,Information
Doc-541,sudah itu apa solusinya,Management
Doc-541,apakah boleh minum susu kedelai dicampur susu formula 1 susu kedelai 2 susu formula,Information
Doc-541,apa itu benar,Other
Doc-542,boleh tidak usia 1 tahun dikasih susu uht berapa kali sehari untuk yang alergi susu sapi,Management
Doc-542,cara minumnya sebaiknya dimix apa diselang seling ya dok,Information
Doc-542,cara nya gimana,Information
Doc-542,apa betul susu uht lebih baik dari susu bubuk,Information
Doc-545,apakah itu berbahaya,Other
Doc-547,apakah alergi itu akan berlangsung seumur hidup,Prognosis
Doc-547,sampai umur brpkah alergi anak saya terhadap susu sapi berhenti dan bisa minum susu sapi lagi selain itu dia juga alergi sama makanan laut dan telur,Information
Doc-547,apakah ada cara untuk menyembuhkan alerginya,Management
Doc-548,kalau ada pelengketan pada indung telur biasanya karena infeksi apa,Cause
Doc-549,sebenarnya saya sakit apa dok,Diagnosis
Doc-550,yang mana yang benar permasalahannya di indung telur atau otot rahim,Cause
Doc-551,bagaimana ya dok untuk mengoptimalkan ukuran sel telur kiri saya,Management
Doc-551,ada kah jalan lain untuk mengoptimalkan sel telur kanan walaupun tanpa salurannya,Management
Doc-552,apakah itu normal dok,Diagnosis
Doc-553,apa yang harus saya lalukan,Management
Doc-553,berbahayakah dok,Prognosis
Doc-553,apakah haid saya yang belum datang saat ini salah satu tanda kalau saya hamil lagi,Manifestation
Doc-553,ataukah ada hubungannya dengan kista dan pengangkatan salah satu indung telur saya ataukah ada faktor menyusui,Cause
Doc-554,bagaimana kemungkinan saya untuk bisa hamil mengingat tuba falopi kiri saya patent,Prognosis
Doc-554,apakah ada cara lain untuk mematikan pertumbuhan polip selain dengan suntik gnrh,Management
Doc-554,apakah suntik gnrh bisa untuk mencegah polip dan mioma untuk tumbuh lagi,Prognosis
Doc-554,obat atau makanan apa yang bisa membuat indung telur folikel dan bagus dibuahi,Management
Doc-554,apakah factor pikiran stress bisa mengakibatkan saya sulit hamil dan membuat polip or mioma tumbuh lagi,Susceptibility
Doc-554,apakah ini termasuk folikel,Diagnosis
Doc-554,obat obatan makanan or proses apa yang bisa dilakukan agar indung telur bisa folikel,Management
Doc-554,apakah setiap bulan indung telur yang folikel hanya salah satu saja atau bisa dua dua nya,Information
Doc-554,adakah cara lain yang bisa dokter sarankan,Management
Doc-554,apakah ini karena proses ovulasi or karena faktor lain,Cause
Doc-554,apakah hasil analisis sperma suami jika dilakukan pengulangan kemungkinan hasilnya tetap sama,Information
Doc-554,apakah ini juga salah satu pengaruh saya sulit hamill,Cause
Doc-554,apakah faktor kecapaian suami bisa mempengaruhi kualitas sperma saat hubungan diwaktu subur,Cause
Doc-554,apakah cara ini sudah tepat,Management
Doc-555,penyebabkan apa,Cause
Doc-555,kondisi yang saya alami ini sebenarnya apa,Diagnosis
Doc-555,apa fungsi dari asthin forte,Information
Doc-556,berbahayakah dok,Complication
Doc-556,apa yang harus saya lalukan,Management
Doc-557,apakah kalau kedua indung telur tlah diangkat masih bisa mendapatkan menstruasi lagi dok,Information
Doc-558,apakah saya normal,Diagnosis
Doc-558,apa yang harus saya lakukan agar menstruasi saya lancar,Management
Doc-558,apakah benar dok,Information
Doc-559,apakah ini juga tanda kanker rahim dok,Diagnosis
Doc-559,langkah apa yang harus saya lakukan,Management
Doc-563,hal apa sih yang menyebabkan seseorang terserang panic attack,Cause
Doc-563,panic attack itu masalahnya di saraf hormon atau otak,Cause
Doc-563,bisakah penderitanya sembuh tanpa obat penenang,Prognosis
Doc-563,hal apa yang harus dilakukan jika panic attack sedang terjadi,Management
Doc-564,sampai kapan saya harus minum obat terus,Management
Doc-564,adakah efek samping dari obat yang saya minum,Management
Doc-564,apakah penyakit panic disorder ini bisa sembuh,Prognosis
Doc-565,kenapa y dok,Cause
Doc-566,apakah yang saya alami itu psikosomatis atau panic attack,Diagnosis
Doc-567,diagnosa,Diagnosis
Doc-567,penanganan,Management
Doc-567,obat asam lambung,Management
Doc-568,apakah solusi dokter,Management
Doc-568,apakah penyakit tersebut bisa disembuhkan,Prognosis
Doc-569,apakah bisa kemungkinan sakit jantung karena sering gal enak didada dan tidak bisa berpikir berat,Manifestation
Doc-569,apakah saya hipertensi ya dok,Diagnosis
Doc-569,apakah kalau penyakit jantung itu detak jantung cepat dok,Manifestation
Doc-570,apa ada efek samping untuk kesehatan bagi bayinya,Complication
Doc-570,apa juga termasuk efek dari dehidrasi karena telat diberi susu,Cause
Doc-571,apa saya juga terkena panyakit ginjal,Susceptibility
Doc-571,apakah efek samping mengkonsumsi ptu dalam jangka panjang,Complication
Doc-572,apakah istri saya mengalami salah satu dari tiga gangguan menstruasi,Diagnosis
Doc-572,apakah kedua faktor yang saya sebutkan tadi ada hubungannya dengan menstruasi dia yang berkepanjangan,Cause
Doc-572,apakah ini normal,Diagnosis
Doc-572,apakah mempengaruhi kehidupan seksual nafsu dan sebagainya,Information
Doc-573,apakah saya mengalami gangguan tersebut,Diagnosis
Doc-573,apakah ada solusinya karena saya merasa sangat terganggu dengan hal tersebut,Management
Doc-576,saya harus gimana,Management
Doc-576,anak saya kira kira dia kenapa,Diagnosis
Doc-577,bagaimana ya dok,Information
Doc-577,apa karena oralnya atau karena apa dok,Cause
Doc-579,apakah darah tersebut adalah darah dari selaput dara,Information
Doc-580,bagaimana penanganannya yang benar,Management
Doc-580,apakah bisa sembuh normal kembali,Prognosis
Doc-581,apa akibatnya bila tidak melakukan operasi,Prognosis
Doc-583,cedera kepala yang seperti apa dan bagaimana dok,Information
Doc-583,bagaimana dok apa termasuk cedera kepala,Diagnosis
Doc-586,apakah kira kira lutut saya bisa sembuh seperti sediakala hanya dengan terapi atau harus operasi,Prognosis
Doc-589,tetapi kenapa sampai sekarang rasa sakit itu masih ada ya,Manifestation
Doc-593,kenapa ya dok,Cause
Doc-594,itu kenapa dok,Cause
Doc-595,apa memang cuma radang tenggorokan saja,Diagnosis
Doc-596,apakah saya terkena ispa,Diagnosis
Doc-596,apa yang harus saya lakukan,Management
Doc-597,kira kira saya sakit apa ya dok,Diagnosis
Doc-597,bagaimana cara mengatasinya,Management
Doc-598,pertanyaan saya apakah penyakit saya itu dok,Diagnosis
Doc-598,apakah infeksi telinga,Diagnosis
Doc-598,atau pembengkakan getah bening karena virus lain,Diagnosis
Doc-599,apa yang terjadi pada saya ya dok,Diagnosis
Doc-599,mengapa saya mengalami sakit yang sama dan berulang dalam tempo yang singkat,Cause
Doc-600,menurut dokter bagaimana,Diagnosis
Doc-601,apakah itu gejala flu atau penyakit lain,Diagnosis
Doc-602,apakah benar itu semua dari efek berhenti merokok,Diagnosis
Doc-602,dan apakah saya diamkan saja atau cek ke dokter,Management
Doc-603,demam muncul hanya pada siang hari kenapa ya,Cause
Doc-604,kenapa ya dok,Diagnosis
Doc-605,kira kira itu kenapa ya,Diagnosis
Doc-606,apakah saya perlu kembali cek ke rumah sakit lagi dok,Information
Doc-607,saya sakit apa sebenarnya,Diagnosis
Doc-608,sakit kepala sebelah kanan perut terasa mual kenapa ya dok,Diagnosis
Doc-609,itu kenapa ya dok,Diagnosis
Doc-610,kenapa ya dok,Diagnosis
Doc-611,apa benar dok,Information
Doc-611,demamnya di sebabkan oleh apa ya dok,Cause
Doc-611,apa karena imunisasi atau ada penyebab lain,Cause
Doc-613,apa nama penyakitnya,Diagnosis
Doc-613,apa solusinya,Management
Doc-613,apakah benar,Manifestation
Doc-614,apakah salah satu gangguan kejiwaan atau yang lain,Diagnosis
Doc-615,apa nama penyakitnya,Diagnosis
Doc-615,apakah kebiasaan tersebut akan berbahaya jika dibiarkan terus menerus,Complication
Doc-616,apakah penyakit saya ini dapat di sembuhkan,Prognosis
Doc-616,terapi apa yang cocok untuk pengidap seperti saya,Management
Doc-617,apakah ini mengindikasikan bahwa saya menderita gangguan kejiwaan,Diagnosis
Doc-617,gangguan kejiawaan apa yang saya alami,Diagnosis
